,Result_UID,num,num_distinct_results,group,act_id,OrganizationID,MLocID,StationDes,MonLocType,HUC12_Name,ELEV_Ft,AU_ID,FishCode,SpawnCode,WaterTypeCode,WaterBodyCode,BacteriaCode,DO_code,ben_use_code,pH_code,DO_SpawnCode,OWRD_Basin,EcoRegion2,EcoRegion3,wqstd_code,Pollu_ID,Calc_Crit,Combine_Result_Cmnts,Combine_Result,Activity_Type,SampleMedia,SampleSubmedia,SampleStartDate,SampleStartTime,chr_uid,Char_Name,Char_Speciation,Sample_Fraction,CASNumber,Result_status,Result_Numeric,IRResultNWQSunit,ActDepthUnit,Result_Depth,act_depth_height,Result_Depth_Unit,Act_Depth_Top,Act_Depth_Top_Unit,Act_Depth_Bottom,Act_Depth_Bottom_Unit,Time_Basis,Statistical_Base,Statistic_N_Value,act_sam_compnt_name,lab_Comments,General_Comments,Analytical_method,QualifierAbbr,QualifierTxt,IDLType,IDLValue,IDLUnit,MDLType,MDLValue,MDLUnit,MRLType,MRLUnit,MRLValue,URLType,URLValue,URLUnit,TribalLand,Result_Operator,Result_Unit,IRWQSUnitName,Result_Type,Result,is_highest_QL,num_QL_levels,drop_DQL,group,code,rational,num_depths
4379,29132790,5,2,2677,PDX_BES-VNB:200911181345:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,11/18/2009,45:00.0,1648,pH,NA,NA,NA,Accepted,7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.2,NA,1,No,2677,,,1
4380,29132791,5,2,2677,PDX_BES-VNB:200911181345:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,11/18/2009,45:00.0,1648,pH,NA,NA,NA,Accepted,7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.1,NA,1,No,2677,,,1
4381,29132792,5,2,2677,PDX_BES-VNB:200911181345:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,11/18/2009,45:00.0,1648,pH,NA,NA,NA,Accepted,7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.1,NA,1,No,2677,,,1
4382,29132793,5,2,2677,PDX_BES-VNB:200911181345:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,11/18/2009,45:00.0,1648,pH,NA,NA,NA,Accepted,7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.1,NA,1,No,2677,,,1
4383,29132794,5,2,2677,PDX_BES-VNB:200911181345:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,11/18/2009,45:00.0,1648,pH,NA,NA,NA,Accepted,7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.1,NA,1,No,2677,,,1
4384,29132849,5,2,2678,PDX_BES-VNB:201001121314:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,1/12/2010,14:00.0,1648,pH,NA,NA,NA,Accepted,6.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,6.8,NA,1,No,2678,,,1
4385,29132850,5,2,2678,PDX_BES-VNB:201001121314:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,1/12/2010,14:00.0,1648,pH,NA,NA,NA,Accepted,6.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,6.9,NA,1,No,2678,,,1
4386,29132851,5,2,2678,PDX_BES-VNB:201001121314:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,1/12/2010,14:00.0,1648,pH,NA,NA,NA,Accepted,6.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,6.9,NA,1,No,2678,,,1
4387,29132852,5,2,2678,PDX_BES-VNB:201001121314:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,1/12/2010,14:00.0,1648,pH,NA,NA,NA,Accepted,6.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,6.9,NA,1,No,2678,,,1
4388,29132853,5,2,2678,PDX_BES-VNB:201001121314:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,1/12/2010,14:00.0,1648,pH,NA,NA,NA,Accepted,6.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,6.9,NA,1,No,2678,,,1
4389,29132904,5,3,2679,PDX_BES-VNB:201003171317:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,3/17/2010,17:00.0,1648,pH,NA,NA,NA,Accepted,7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.3,NA,1,No,2679,,,1
4390,29132906,5,3,2679,PDX_BES-VNB:201003171317:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,3/17/2010,17:00.0,1648,pH,NA,NA,NA,Accepted,7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.3,NA,1,No,2679,,,1
4391,29132908,5,3,2679,PDX_BES-VNB:201003171317:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,3/17/2010,17:00.0,1648,pH,NA,NA,NA,Accepted,7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.1,NA,1,No,2679,,,1
4392,29132910,5,3,2679,PDX_BES-VNB:201003171317:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,3/17/2010,17:00.0,1648,pH,NA,NA,NA,Accepted,7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.3,NA,1,No,2679,,,1
4393,29132911,5,3,2679,PDX_BES-VNB:201003171317:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,3/17/2010,17:00.0,1648,pH,NA,NA,NA,Accepted,6.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,6.9,NA,1,No,2679,,,1
4394,29132953,5,2,2680,PDX_BES-VNB:201005111147:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,5/11/2010,47:00.0,1648,pH,NA,NA,NA,Accepted,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.5,NA,1,No,2680,,,1
4395,29132954,5,2,2680,PDX_BES-VNB:201005111147:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,5/11/2010,47:00.0,1648,pH,NA,NA,NA,Accepted,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.4,NA,1,No,2680,,,1
4396,29132955,5,2,2680,PDX_BES-VNB:201005111147:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,5/11/2010,47:00.0,1648,pH,NA,NA,NA,Accepted,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.4,NA,1,No,2680,,,1
4397,29132956,5,2,2680,PDX_BES-VNB:201005111147:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,5/11/2010,47:00.0,1648,pH,NA,NA,NA,Accepted,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.4,NA,1,No,2680,,,1
4398,29132952,5,2,2680,PDX_BES-VNB:201005111147:FM,PDX_BES(NOSTORETID),PDX_BES-VNB,N VANCOUVER ST BRIDGE (MAIN CHANNEL),River/Stream,Columbia Slough,5,OR_WS_170900120201_02_104554,18,11,2,2,2,3,2,6,25,Willamette,MARINE WEST COAST FOREST,3,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,5/11/2010,47:00.0,1648,pH,NA,NA,NA,Accepted,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,=,None,NA,Actual,7.4,NA,1,No,2680,,,1
4399,48824132,2,2,2681,12245-ORDEQ:200905051505:FM,PUR_WQX,12245-ORDEQ,South Umpqua River at RR bridge upstream of Myrtle Creek STP,River/Stream,Judd Creek-South Umpqua River,582,OR_SR_1710030211_02_105320,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,5/5/2009,05:00.0,1648,pH,NA,NA,NA,Final,7.84,7.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,7.84,Yes,1,No,2681,,,1
4400,48824143,2,2,2681,12245-ORDEQ:200905051506:FM,PUR_WQX,12245-ORDEQ,South Umpqua River at RR bridge upstream of Myrtle Creek STP,River/Stream,Judd Creek-South Umpqua River,582,OR_SR_1710030211_02_105320,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,5/5/2009,06:00.0,1648,pH,NA,NA,NA,Final,7.75,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orion,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,7.75,Yes,1,No,2681,,,1
4401,48824565,2,2,2682,12245-ORDEQ:201001291320:FM,PUR_WQX,12245-ORDEQ,South Umpqua River at RR bridge upstream of Myrtle Creek STP,River/Stream,Judd Creek-South Umpqua River,582,OR_SR_1710030211_02_105320,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,1/29/2010,20:00.0,1648,pH,NA,NA,NA,Final,7.93,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,7.93,Yes,1,No,2682,,,1
4402,48824551,2,2,2682,12245-ORDEQ:201001291318:FM,PUR_WQX,12245-ORDEQ,South Umpqua River at RR bridge upstream of Myrtle Creek STP,River/Stream,Judd Creek-South Umpqua River,582,OR_SR_1710030211_02_105320,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,1/29/2010,18:00.0,1648,pH,NA,NA,NA,Final,8.02,8.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8.02,Yes,1,No,2682,,,1
4403,48825257,2,2,2683,12245-ORDEQ:201008311449:FM,PUR_WQX,12245-ORDEQ,South Umpqua River at RR bridge upstream of Myrtle Creek STP,River/Stream,Judd Creek-South Umpqua River,582,OR_SR_1710030211_02_105320,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,8/31/2010,49:00.0,1648,pH,NA,NA,NA,Final,8.47,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8.47,Yes,1,No,2683,,,1
4404,48825268,2,2,2683,12245-ORDEQ:201008311452:FM,PUR_WQX,12245-ORDEQ,South Umpqua River at RR bridge upstream of Myrtle Creek STP,River/Stream,Judd Creek-South Umpqua River,582,OR_SR_1710030211_02_105320,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,8/31/2010,52:00.0,1648,pH,NA,NA,NA,Final,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8.5,Yes,1,No,2683,,,1
4405,48824459,2,2,2684,12254-ORDEQ:200912021508:FM,PUR_WQX,12254-ORDEQ,South Umpqua River at River Mile 36.30,River/Stream,Willis Creek-South Umpqua River,551,OR_SR_1710030211_02_105320,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,12/2/2009,08:00.0,1648,pH,NA,NA,NA,Final,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8,Yes,1,No,2684,,,1
4406,48824471,2,2,2684,12254-ORDEQ:200912021509:FM,PUR_WQX,12254-ORDEQ,South Umpqua River at River Mile 36.30,River/Stream,Willis Creek-South Umpqua River,551,OR_SR_1710030211_02_105320,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,12/2/2009,09:00.0,1648,pH,NA,NA,NA,Final,7.87,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orion,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,7.87,Yes,1,No,2684,,,1
4407,48825164,2,2,2685,12254-ORDEQ:201007281307:FM,PUR_WQX,12254-ORDEQ,South Umpqua River at River Mile 36.30,River/Stream,Willis Creek-South Umpqua River,551,OR_SR_1710030211_02_105320,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,7/28/2010,07:00.0,1648,pH,NA,NA,NA,Final,8.44,8.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8.44,Yes,1,No,2685,,,1
4408,48825176,2,2,2685,12254-ORDEQ:201007281309:FM,PUR_WQX,12254-ORDEQ,South Umpqua River at River Mile 36.30,River/Stream,Willis Creek-South Umpqua River,551,OR_SR_1710030211_02_105320,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,7/28/2010,09:00.0,1648,pH,NA,NA,NA,Final,8.4,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8.4,Yes,1,No,2685,,,1
4409,48824209,2,2,2686,12568-ORDEQ:200907141317:FM,PUR_WQX,12568-ORDEQ,South Umpqua River 180 feet upstream of Canyonville outfall,River/Stream,O'Shea Creek-South Umpqua River,678,OR_SR_1710030205_02_106333,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,7/14/2009,17:00.0,1648,pH,NA,NA,NA,Final,8.37,8.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8.37,Yes,2,No,2686,,,1
4410,48824205,2,2,2686,12568-ORDEQ:200907141317:FM,PUR_WQX,12568-ORDEQ,South Umpqua River 180 feet upstream of Canyonville outfall,River/Stream,O'Shea Creek-South Umpqua River,678,OR_SR_1710030205_02_106333,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,7/14/2009,17:00.0,1648,pH,NA,NA,NA,Final,8.86,8.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orion,pH,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8.86,No,2,Yes,2686,52,Multiple results at datetime and higher DQL exists,1
4411,48823453,2,2,2687,33163-ORDEQ:201005250939:FM,PUR_WQX,33163-ORDEQ,"Bilger Creek at mouth (Myrtle Creek, South Umpqua)",River/Stream,Lower North Myrtle Creek,649,OR_SR_1710030210_02_105429,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,5/25/2010,39:00.0,1648,pH,NA,NA,NA,Final,8.14,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orion,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8.14,Yes,1,No,2687,,,1
4412,48823441,2,2,2687,33163-ORDEQ:201005250938:FM,PUR_WQX,33163-ORDEQ,"Bilger Creek at mouth (Myrtle Creek, South Umpqua)",River/Stream,Lower North Myrtle Creek,649,OR_SR_1710030210_02_105429,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,5/25/2010,38:00.0,1648,pH,NA,NA,NA,Final,8.1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8.1,Yes,1,No,2687,,,1
4413,48822859,2,2,2688,33164-ORDEQ:200909221347:FM,PUR_WQX,33164-ORDEQ,North Myrtle Creek above Bilger Creek (South Umpqua),River/Stream,Lower North Myrtle Creek,650,OR_SR_1710030210_02_106416,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,9/22/2009,47:00.0,1648,pH,NA,NA,NA,Final,8.1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8.1,Yes,1,No,2688,,,1
4414,48822871,2,2,2688,33164-ORDEQ:200909221348:FM,PUR_WQX,33164-ORDEQ,North Myrtle Creek above Bilger Creek (South Umpqua),River/Stream,Lower North Myrtle Creek,650,OR_SR_1710030210_02_106416,18,19,2,2,2,2,2,6,20,Umpqua,WESTERN CORDILLERA,78,10,124,NA,NA,NA,Field Msr/Obs,Water,NA,9/22/2009,48:00.0,1648,pH,NA,NA,NA,Final,8.05,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orion,pH,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,None,0.01,NA,NA,NA,0,=,None,NA,Actual,8.05,Yes,1,No,2688,,,1
